Date,PCODE,Country,Rainfall - (MM),Province,City,Year,Month,Quarter
2000-01-06,PK519,Pakistan,9.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,June,Q4
2000-11-06,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,June,Q4
2000-06-21,PK519,Pakistan,6.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,June,Q4
2000-01-07,PK519,Pakistan,21.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,July,Q1
2000-11-07,PK519,Pakistan,34.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,July,Q1
2000-07-21,PK519,Pakistan,35.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,July,Q1
2000-01-08,PK519,Pakistan,11.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,August,Q1
2000-11-08,PK519,Pakistan,13.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,August,Q1
2000-08-21,PK519,Pakistan,25.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,August,Q1
2000-01-09,PK519,Pakistan,26.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,September,Q1
2000-11-09,PK519,Pakistan,17.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,September,Q1
2000-09-21,PK519,Pakistan,23.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,September,Q1
2000-01-10,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,October,Q2
2000-11-10,PK519,Pakistan,0.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,October,Q2
2000-10-21,PK519,Pakistan,0.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,October,Q2
2000-01-11,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,November,Q2
2000-11-11,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,November,Q2
2000-11-21,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,November,Q2
2000-01-12,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,December,Q2
2000-11-12,PK519,Pakistan,6.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,December,Q2
2000-12-21,PK519,Pakistan,4.0,Khyber Pakhtunkhwa,Lakki Marwat,2000,December,Q2
2001-01-01,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,January,Q3
2001-11-01,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,January,Q3
2001-01-21,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,January,Q3
2001-01-02,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,February,Q3
2001-11-02,PK519,Pakistan,6.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,February,Q3
2001-02-21,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,February,Q3
2001-01-03,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,March,Q3
2001-11-03,PK519,Pakistan,6.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,March,Q3
2001-03-21,PK519,Pakistan,11.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,March,Q3
2001-01-04,PK519,Pakistan,12.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,April,Q4
2001-11-04,PK519,Pakistan,31.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,April,Q4
2001-04-21,PK519,Pakistan,7.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,April,Q4
2001-01-05,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,May,Q4
2001-11-05,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,May,Q4
2001-05-21,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,May,Q4
2001-01-06,PK519,Pakistan,6.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,June,Q4
2001-11-06,PK519,Pakistan,30.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,June,Q4
2001-06-21,PK519,Pakistan,11.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,June,Q4
2001-01-07,PK519,Pakistan,24.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,July,Q1
2001-11-07,PK519,Pakistan,55.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,July,Q1
2001-07-21,PK519,Pakistan,25.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,July,Q1
2001-01-08,PK519,Pakistan,19.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,August,Q1
2001-11-08,PK519,Pakistan,29.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,August,Q1
2001-08-21,PK519,Pakistan,9.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,August,Q1
2001-01-09,PK519,Pakistan,11.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,September,Q1
2001-11-09,PK519,Pakistan,14.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,September,Q1
2001-09-21,PK519,Pakistan,10.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,September,Q1
2001-01-10,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,October,Q2
2001-11-10,PK519,Pakistan,0.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,October,Q2
2001-10-21,PK519,Pakistan,0.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,October,Q2
2001-01-11,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,November,Q2
2001-11-11,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,November,Q2
2001-11-21,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,November,Q2
2001-01-12,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,December,Q2
2001-11-12,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,December,Q2
2001-12-21,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2001,December,Q2
2002-01-01,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,January,Q3
2002-11-01,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,January,Q3
2002-01-21,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,January,Q3
2002-01-02,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,February,Q3
2002-11-02,PK519,Pakistan,4.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,February,Q3
2002-02-21,PK519,Pakistan,30.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,February,Q3
2002-01-03,PK519,Pakistan,12.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,March,Q3
2002-11-03,PK519,Pakistan,4.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,March,Q3
2002-03-21,PK519,Pakistan,8.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,March,Q3
2002-01-04,PK519,Pakistan,18.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,April,Q4
2002-11-04,PK519,Pakistan,7.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,April,Q4
2002-04-21,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,April,Q4
2002-01-05,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,May,Q4
2002-11-05,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,May,Q4
2002-05-21,PK519,Pakistan,5.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,May,Q4
2002-01-06,PK519,Pakistan,5.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,June,Q4
2002-11-06,PK519,Pakistan,5.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,June,Q4
2002-06-21,PK519,Pakistan,17.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,June,Q4
2002-01-07,PK519,Pakistan,7.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,July,Q1
2002-11-07,PK519,Pakistan,4.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,July,Q1
2002-07-21,PK519,Pakistan,9.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,July,Q1
2002-01-08,PK519,Pakistan,11.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,August,Q1
2002-11-08,PK519,Pakistan,16.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,August,Q1
2002-08-21,PK519,Pakistan,29.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,August,Q1
2002-01-09,PK519,Pakistan,17.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,September,Q1
2002-11-09,PK519,Pakistan,10.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,September,Q1
2002-09-21,PK519,Pakistan,21.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,September,Q1
2002-01-10,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,October,Q2
2002-11-10,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,October,Q2
2002-10-21,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,October,Q2
2002-01-11,PK519,Pakistan,6.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,November,Q2
2002-11-11,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,November,Q2
2002-11-21,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,November,Q2
2002-01-12,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,December,Q2
2002-11-12,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,December,Q2
2002-12-21,PK519,Pakistan,9.0,Khyber Pakhtunkhwa,Lakki Marwat,2002,December,Q2
2003-01-01,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,January,Q3
2003-11-01,PK519,Pakistan,8.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,January,Q3
2003-01-21,PK519,Pakistan,5.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,January,Q3
2003-01-02,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,February,Q3
2003-11-02,PK519,Pakistan,36.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,February,Q3
2003-02-21,PK519,Pakistan,5.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,February,Q3
2003-01-03,PK519,Pakistan,6.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,March,Q3
2003-11-03,PK519,Pakistan,4.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,March,Q3
2003-03-21,PK519,Pakistan,27.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,March,Q3
2003-01-04,PK519,Pakistan,7.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,April,Q4
2003-11-04,PK519,Pakistan,25.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,April,Q4
2003-04-21,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,April,Q4
2003-01-05,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,May,Q4
2003-11-05,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,May,Q4
2003-05-21,PK519,Pakistan,5.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,May,Q4
2003-01-06,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,June,Q4
2003-11-06,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,June,Q4
2003-06-21,PK519,Pakistan,6.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,June,Q4
2003-01-07,PK519,Pakistan,30.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,July,Q1
2003-11-07,PK519,Pakistan,17.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,July,Q1
2003-07-21,PK519,Pakistan,45.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,July,Q1
2003-01-08,PK519,Pakistan,40.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,August,Q1
2003-11-08,PK519,Pakistan,20.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,August,Q1
2003-08-21,PK519,Pakistan,20.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,August,Q1
2003-01-09,PK519,Pakistan,18.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,September,Q1
2003-11-09,PK519,Pakistan,11.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,September,Q1
2003-09-21,PK519,Pakistan,15.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,September,Q1
2003-01-10,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,October,Q2
2003-11-10,PK519,Pakistan,0.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,October,Q2
2003-10-21,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,October,Q2
2003-01-11,PK519,Pakistan,0.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,November,Q2
2003-11-11,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,November,Q2
2003-11-21,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,November,Q2
2003-01-12,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,December,Q2
2003-11-12,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,December,Q2
2003-12-21,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2003,December,Q2
2004-01-01,PK519,Pakistan,6.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,January,Q3
2004-11-01,PK519,Pakistan,19.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,January,Q3
2004-01-21,PK519,Pakistan,14.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,January,Q3
2004-01-02,PK519,Pakistan,10.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,February,Q3
2004-11-02,PK519,Pakistan,5.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,February,Q3
2004-02-21,PK519,Pakistan,5.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,February,Q3
2004-01-03,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,March,Q3
2004-11-03,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,March,Q3
2004-03-21,PK519,Pakistan,5.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,March,Q3
2004-01-04,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,April,Q4
2004-11-04,PK519,Pakistan,10.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,April,Q4
2004-04-21,PK519,Pakistan,12.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,April,Q4
2004-01-05,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,May,Q4
2004-11-05,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,May,Q4
2004-05-21,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,May,Q4
2004-01-06,PK519,Pakistan,4.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,June,Q4
2004-11-06,PK519,Pakistan,7.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,June,Q4
2004-06-21,PK519,Pakistan,7.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,June,Q4
2004-01-07,PK519,Pakistan,18.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,July,Q1
2004-11-07,PK519,Pakistan,12.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,July,Q1
2004-07-21,PK519,Pakistan,20.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,July,Q1
2004-01-08,PK519,Pakistan,29.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,August,Q1
2004-11-08,PK519,Pakistan,40.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,August,Q1
2004-08-21,PK519,Pakistan,35.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,August,Q1
2004-01-09,PK519,Pakistan,11.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,September,Q1
2004-11-09,PK519,Pakistan,43.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,September,Q1
2004-09-21,PK519,Pakistan,12.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,September,Q1
2004-01-10,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,October,Q2
2004-11-10,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,October,Q2
2004-10-21,PK519,Pakistan,4.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,October,Q2
2004-01-11,PK519,Pakistan,0.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,November,Q2
2004-11-11,PK519,Pakistan,0.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,November,Q2
2004-11-21,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,November,Q2
2004-01-12,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,December,Q2
2004-11-12,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,December,Q2
2004-12-21,PK519,Pakistan,11.0,Khyber Pakhtunkhwa,Lakki Marwat,2004,December,Q2
2005-01-01,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,January,Q3
2005-11-01,PK519,Pakistan,7.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,January,Q3
2005-01-21,PK519,Pakistan,16.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,January,Q3
2005-01-02,PK519,Pakistan,35.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,February,Q3
2005-11-02,PK519,Pakistan,6.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,February,Q3
2005-02-21,PK519,Pakistan,4.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,February,Q3
2005-01-03,PK519,Pakistan,13.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,March,Q3
2005-11-03,PK519,Pakistan,26.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,March,Q3
2005-03-21,PK519,Pakistan,10.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,March,Q3
2005-01-04,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,April,Q4
2005-11-04,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,April,Q4
2005-04-21,PK519,Pakistan,14.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,April,Q4
2005-01-05,PK519,Pakistan,7.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,May,Q4
2005-11-05,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,May,Q4
2005-05-21,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,May,Q4
2005-01-06,PK519,Pakistan,6.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,June,Q4
2005-11-06,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,June,Q4
2005-06-21,PK519,Pakistan,6.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,June,Q4
2005-01-07,PK519,Pakistan,23.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,July,Q1
2005-11-07,PK519,Pakistan,61.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,July,Q1
2005-07-21,PK519,Pakistan,42.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,July,Q1
2005-01-08,PK519,Pakistan,18.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,August,Q1
2005-11-08,PK519,Pakistan,25.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,August,Q1
2005-08-21,PK519,Pakistan,31.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,August,Q1
2005-01-09,PK519,Pakistan,25.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,September,Q1
2005-11-09,PK519,Pakistan,23.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,September,Q1
2005-09-21,PK519,Pakistan,13.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,September,Q1
2005-01-10,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,October,Q2
2005-11-10,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,October,Q2
2005-10-21,PK519,Pakistan,0.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,October,Q2
2005-01-11,PK519,Pakistan,0.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,November,Q2
2005-11-11,PK519,Pakistan,0.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,November,Q2
2005-11-21,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,November,Q2
2005-01-12,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,December,Q2
2005-11-12,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,December,Q2
2005-12-21,PK519,Pakistan,6.0,Khyber Pakhtunkhwa,Lakki Marwat,2005,December,Q2
2006-01-01,PK519,Pakistan,5.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,January,Q3
2006-11-01,PK519,Pakistan,12.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,January,Q3
2006-01-21,PK519,Pakistan,5.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,January,Q3
2006-01-02,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,February,Q3
2006-11-02,PK519,Pakistan,6.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,February,Q3
2006-02-21,PK519,Pakistan,4.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,February,Q3
2006-01-03,PK519,Pakistan,11.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,March,Q3
2006-11-03,PK519,Pakistan,16.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,March,Q3
2006-03-21,PK519,Pakistan,11.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,March,Q3
2006-01-04,PK519,Pakistan,19.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,April,Q4
2006-11-04,PK519,Pakistan,7.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,April,Q4
2006-04-21,PK519,Pakistan,11.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,April,Q4
2006-01-05,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,May,Q4
2006-11-05,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,May,Q4
2006-05-21,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,May,Q4
2006-01-06,PK519,Pakistan,4.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,June,Q4
2006-11-06,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,June,Q4
2006-06-21,PK519,Pakistan,11.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,June,Q4
2006-01-07,PK519,Pakistan,12.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,July,Q1
2006-11-07,PK519,Pakistan,18.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,July,Q1
2006-07-21,PK519,Pakistan,19.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,July,Q1
2006-01-08,PK519,Pakistan,41.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,August,Q1
2006-11-08,PK519,Pakistan,44.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,August,Q1
2006-08-21,PK519,Pakistan,21.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,August,Q1
2006-01-09,PK519,Pakistan,9.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,September,Q1
2006-11-09,PK519,Pakistan,7.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,September,Q1
2006-09-21,PK519,Pakistan,9.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,September,Q1
2006-01-10,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,October,Q2
2006-11-10,PK519,Pakistan,6.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,October,Q2
2006-10-21,PK519,Pakistan,4.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,October,Q2
2006-01-11,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,November,Q2
2006-11-11,PK519,Pakistan,5.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,November,Q2
2006-11-21,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,November,Q2
2006-01-12,PK519,Pakistan,15.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,December,Q2
2006-11-12,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,December,Q2
2006-12-21,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2006,December,Q2
2007-01-01,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,January,Q3
2007-11-01,PK519,Pakistan,2.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,January,Q3
2007-01-21,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,January,Q3
2007-01-02,PK519,Pakistan,42.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,February,Q3
2007-11-02,PK519,Pakistan,41.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,February,Q3
2007-02-21,PK519,Pakistan,11.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,February,Q3
2007-01-03,PK519,Pakistan,11.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,March,Q3
2007-11-03,PK519,Pakistan,41.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,March,Q3
2007-03-21,PK519,Pakistan,15.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,March,Q3
2007-01-04,PK519,Pakistan,5.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,April,Q4
2007-11-04,PK519,Pakistan,6.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,April,Q4
2007-04-21,PK519,Pakistan,5.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,April,Q4
2007-01-05,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,May,Q4
2007-11-05,PK519,Pakistan,1.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,May,Q4
2007-05-21,PK519,Pakistan,3.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,May,Q4
2007-01-06,PK519,Pakistan,5.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,June,Q4
2007-11-06,PK519,Pakistan,11.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,June,Q4
2007-06-21,PK519,Pakistan,32.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,June,Q4
2007-01-07,PK519,Pakistan,32.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,July,Q1
2007-11-07,PK519,Pakistan,37.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,July,Q1
2007-07-21,PK519,Pakistan,30.0,Khyber Pakhtunkhwa,Lakki Marwat,2007,July,Q1
